,logFC,AveExpr,t,P.Value,adj.P.Val,B
C15orf48,3.6064268719162778,1.3158112764981262,20.641315459566986,2.9785069972562767e-75,6.345729928734953e-75,160.24014667930436
KIAA1644,3.093243178973053,-2.1244177850976187,20.641062522861137,2.988450072997808e-75,6.366209026562126e-75,160.49186609942547
APLF,1.5387600309714469,0.08797650503128598,20.63177005555531,3.3776682185291287e-75,7.192960854395899e-75,160.239025650392
NOS2,3.150258632961182,-2.6008137702996255,20.627273314760146,3.5838083141899493e-75,7.630260909647561e-75,160.33315540281484
C1QL1,3.2122589223771576,-2.6349218033943345,20.626241785813683,3.6328409094377596e-75,7.733800352167742e-75,160.32115092075023
UQCR10,1.0608742017808064,5.27240922256811,20.62124657824413,3.879930515664347e-75,8.258905400905959e-75,159.49948470680386
FHAD1,2.3298400880187238,-0.4555772894356254,20.62046204636371,3.9202348304748605e-75,8.343775271718416e-75,160.12882591768695
LDHAP3,2.80670038285306,-4.014123844562228,20.619001713252835,3.9963747454168695e-75,8.504889951906069e-75,160.28246427850524
SYT1,3.129784158206288,-0.11597927145495635,20.618826543536546,4.005606544269767e-75,8.523594157828657e-75,160.08426357405102
ZNF324B,1.0189148814942721,1.23665569748875,20.617151724613883,4.0949556296029154e-75,8.712758236012305e-75,159.93218939776284
PPIH,1.0561012056365011,3.369549389278174,20.61425667427046,4.254122891749924e-75,9.050414866531535e-75,159.55661650363032
DVL1,1.0396862279732497,5.09161146741174,20.608775218435103,4.572612520983278e-75,9.724759468659133e-75,159.33717617588115
DBR1,1.0780635411374204,2.6529822536373553,20.607845312868946,4.628958767840359e-75,9.843505624198806e-75,159.59453042219752
SLC37A4,0.9627415444049054,3.773702960451659,20.605232123144468,4.791042153638504e-75,1.0187051295965564e-74,159.37876825174737
ALYREF,0.9710969255092783,5.0871704426235524,20.60180541655477,5.012206693902652e-75,1.0653776061573092e-74,159.24556293727122
CNFN,2.5236566634359803,0.08800696039441626,20.597073358428922,5.334484198105334e-75,1.1336294287394653e-74,159.78289997003358
BMP5,3.7119129197592566,-3.7766601650277627,20.591818472542645,5.716682356089979e-75,1.2147161107050543e-74,159.91656425447655
OSBPL10,1.7916309171535354,2.477338501069068,20.5886779277373,5.958037173208856e-75,1.2657212083085083e-74,159.37277934943586
PVRL2,1.6591988382827267,5.515228947188382,20.58036674838971,6.647019366345846e-75,1.411620674655837e-74,158.96185563597317
AP001505.10,1.5906785002984702,-0.595458017482719,20.580045055552297,6.675230932640793e-75,1.417455535751736e-74,159.6064300723332
ZNF69,1.9666358908098016,0.10445578438922254,20.579526694934618,6.720941593875937e-75,1.4270045544107023e-74,159.55100897186793
LCMT2,1.0931698405840984,1.858390424432529,20.575375201192454,7.098496165998413e-75,1.507001496878132e-74,159.29821374242064
PSMA5,0.7786788885037303,5.607750631326619,20.572328131135666,7.389025991090502e-75,1.5685075907192995e-74,158.85678586623362
SHMT2,0.9654777569058908,5.710671451931265,20.57180731306676,7.439860077307453e-75,1.5791242490950216e-74,158.8509428190525
UGT1A7,3.8542505242304186,-3.5256473375836257,20.57056463531938,7.562566538766161e-75,1.6049919304403163e-74,159.627709801797
CCDC59,0.6941773144129062,3.4221042114882727,20.563415279779452,8.308834433111696e-75,1.7629824311994357e-74,158.87972585238185
CACHD1,2.1295345276998776,0.6191515520623361,20.557315251475597,9.003455556146854e-75,1.9101577280550982e-74,159.2136819255392
SMIM10,1.9399981029097348,-0.05135943663287967,20.555750595976132,9.190786753256011e-75,1.9496866818022533e-74,159.25064521746802
PDE8B,1.4567400450655195,0.570722325507445,20.555673975681188,9.200059609325631e-75,1.9514386962826803e-74,159.1968134512633
RP11-634H22.1,2.1206452775762665,-2.704650099555553,20.55213461566211,9.638749122331175e-75,2.043814083480314e-74,159.35095589285552
LMAN2L,0.7902722935924649,3.438634828751693,20.54153741523022,1.1081173376967916e-74,2.3491501705749693e-74,158.58958463757202
ZC3H15,0.8527214550435467,4.612429463629312,20.537818452953317,1.1636927325812024e-74,2.466152171767276e-74,158.41865185327262
CTA-276F8.1,2.217846370416483,-2.490899128677886,20.534450099190284,1.2164279208142558e-74,2.5776272368063392e-74,159.10901839125137
TSC22D2,1.116748821395524,3.9488931690209284,20.534052588715376,1.2228068119824194e-74,2.590573771076018e-74,158.42172570195797
LTBP2,1.82184411738029,4.14857048097921,20.532223033469847,1.2525994251748134e-74,2.653398760327937e-74,158.37723466926036
SNX25,1.3794351042745927,1.887291015305074,20.529271718973632,1.302194728376703e-74,2.758153619133532e-74,158.68805337619295
MKKS,0.9885473896170285,4.05032857494605,20.52513546527804,1.375020735713924e-74,2.912084518077233e-74,158.29366017809895
PPIP5K1,1.2366062040763222,3.267198481252488,20.5245408163479,1.3858198764430734e-74,2.9346325406425163e-74,158.3938484342756
RP1-39G22.7,1.318455452652795,1.250635864051083,20.52442538074554,1.3879260480109547e-74,2.9387692679941528e-74,158.71190489273428
TP53BP1,0.9304378290128668,4.514277730116669,20.521948352562685,1.4338990071551186e-74,3.0357776032025706e-74,158.21522413995385
TFAP4,0.9633394168779024,2.8361705487059483,20.521292508578995,1.4463239589962835e-74,3.061409572066586e-74,158.42495362906246
CCT5,1.0196819750741124,6.924545204216542,20.518094807578297,1.508462271325769e-74,3.1922345614301353e-74,158.16720046537242
PCDHGA12,2.926290067691478,-2.470089476535564,20.511772978824744,1.639266493145141e-74,3.468663389793814e-74,158.81044873587203
RRBP1,0.9968248218218312,6.839424864535026,20.506398511382457,1.7593417759585932e-74,3.721513480808335e-74,158.01167766573212
RAB42,2.183577413609885,-0.6936003846098041,20.49941444883276,1.9285996181284853e-74,4.078645956501368e-74,158.55364145428643
KNTC1,1.189357813584445,3.5025787082052267,20.497691033125815,1.9728105375326665e-74,4.171685829036611e-74,158.00369654844292
TRMT10A,1.457558542129843,1.0399220344258462,20.491051538429243,2.1528054010181957e-74,4.551801115390224e-74,158.29880977808335
ZNF404,1.6353123774868605,-0.3909357204991908,20.4829876962595,2.3936151654548225e-74,5.059847456288739e-74,158.3190988010444
GNG4,3.7693389144967164,-1.9075516686263259,20.475335699724102,2.646959876806521e-74,5.592934103512472e-74,158.30490162588433
ZNF304,1.21641572344083,1.9547003272335706,20.4715910841765,2.7805296605354966e-74,5.874517494657157e-74,157.92032803824833
LSM1,1.025726078637327,3.6157550197462993,20.471340540344876,2.7897031515646315e-74,5.8932517350636e-74,157.64091406623123
ELMO3,1.7988755821007327,3.431748606576217,20.467173705450325,2.9467786115571773e-74,6.2243906866375096e-74,157.61391758578606
ADRA2C,3.365838723185463,-2.3798846030017318,20.45749762017143,3.346459379135316e-74,7.065522561454303e-74,158.09428284347274
WFDC1,2.7217921199483723,0.7150883789450724,20.447822783729656,3.800224341591767e-74,8.021815957733795e-74,157.76671269491698
HMGB1P5,1.0629785737959017,3.506358232074503,20.44675860296627,3.853746158424907e-74,8.13390199706154e-74,157.33442834323907
CCDC103,2.1665836201696544,-1.6980432177973697,20.44541618980018,3.922336736081517e-74,8.277764820105369e-74,157.90166957740837
SHH,5.0492488639152455,-2.649087346731536,20.43747940404159,4.35352370294109e-74,9.184727689412164e-74,157.84443054584077
HOXB4,1.8205192461522517,1.0503640427926362,20.436050679578663,4.436027897898562e-74,9.357762927537662e-74,157.57589607629916
WSB2,0.9257468332114973,5.323042523883766,20.433193485259984,4.605736108061347e-74,9.713631697551693e-74,157.0282994933808
ADAM32,2.5190931372651955,-3.018548858609698,20.424442638358084,5.166928241875682e-74,1.0893621193053046e-73,157.69004897516643
IFI27,3.468270055455044,4.651759444926421,20.421701175861163,5.356416226247715e-74,1.1289788901830065e-73,156.89206480726043
TMEM45A,3.1878223678643893,1.981420825770222,20.413911672915926,5.933561832806303e-74,1.250446343983608e-73,157.15939006437563
RP11-434E6.4,3.158424492763018,-3.761706636840598,20.399981293192525,7.124922268467386e-74,1.50118641380615e-73,157.40017262837566
TXLNA,0.6294682755232923,5.360176042841715,20.39570599055876,7.53642159876239e-74,1.587713512602668e-73,156.53640633373695
SLC45A3,1.7705055374248766,1.9109880757907798,20.393014536245666,7.807566762897411e-74,1.6446562053790794e-73,156.89624449771534
DUSP12,0.8837857311329071,2.855649599674107,20.39235874497338,7.875096425997935e-74,1.6586997254451985e-73,156.72928087812988
RPAP1,0.7923730909991393,3.722775079508793,20.390848777517075,8.032810979222782e-74,1.6917333725473343e-73,156.56981615945963
ZXDB,1.1423050437243774,2.1809886890940136,20.36758150057707,1.0902928973758685e-73,2.2936788059671375e-73,156.5200009838857
RALY-AS1,1.6186456080289708,-0.8206640587049825,20.365397715587605,1.122001577913319e-73,2.359353694974069e-73,156.8040620404674
EFCAB6,2.594309379310232,-3.5647557071769547,20.363639276038974,1.1482024852318334e-73,2.4141854089203732e-73,156.9165054740813
ZHX3,0.9168843813610827,2.99801609056105,20.362837923849128,1.1603445837040212e-73,2.439448629443069e-73,156.3174695873101
GOSR1,0.6676472005225289,4.398866618363331,20.36194825709058,1.1739751306731053e-73,2.4678352271805654e-73,156.12246337755386
MANEA,1.4051100087575448,2.114644311346727,20.361358929438204,1.1830921465297044e-73,2.486728682347627e-73,156.4492312108853
RBM45,0.7431852331776796,1.962022189999501,20.35651287448702,1.2607942353724326e-73,2.6488927680616972e-73,156.40990601849919
C22orf46,0.8071859633655407,2.8701509575173914,20.3564971562206,1.2610543823613212e-73,2.64915015251128e-73,156.25659740660078
PCDHGA11,2.4554619906981445,-3.0936814041864253,20.354360953413657,1.2969133489015595e-73,2.7241832616291954e-73,156.77540951120815
SLC26A10,2.566396488254025,-2.5539738776467726,20.35068093786582,1.3610922553764056e-73,2.85836799118709e-73,156.70300132353003
CDC7,1.5427531246797723,2.02548243298818,20.350110808018925,1.3713151906656484e-73,2.879522526155546e-73,156.31606839840103
MTFR2,1.5389409535414402,0.9832682026529407,20.34794316093341,1.4108881301698479e-73,2.96197249578742e-73,156.42857234335148
AC132217.4,5.290171627365063,0.755130246146325,20.345834623268725,1.4504761784704474e-73,3.044750246157782e-73,156.42564967155135
WASF3,2.0589233440397434,0.3852166855051899,20.34384352792847,1.488877317039377e-73,3.1250187263966073e-73,156.43530420668372
CHST1,2.6445110021610745,-0.9411477232655892,20.335149888061967,1.668802426269808e-73,3.501138031220296e-73,156.41498945447393
KCNG1,3.5390175470942182,1.2346793912140674,20.32357233351297,1.942573140944511e-73,4.07284370847048e-73,156.07965658367462
LSM11,0.9886236498451955,1.6737259058057534,20.32132034316721,2.0008230212596297e-73,4.194514833916141e-73,155.99181607738066
RABL3,0.7740165858316748,3.042499938250596,20.320047992333414,2.034501642306148e-73,4.264654008872406e-73,155.74904589128647
MURC,2.3036407662218457,-2.8123947404189846,20.318476636720035,2.0768773562018742e-73,4.3530064766217437e-73,156.29335274555152
RHBDD3,0.9264569526395405,3.4187042865638286,20.308599278565868,2.3641915078503832e-73,4.954120190701832e-73,155.53649347835082
PPAPDC2,1.2654303179060271,2.4536440239863677,20.304958163684613,2.479843688546176e-73,5.194770513000462e-73,155.6537447493167
TXNDC9,1.270319447084789,3.346940284387657,20.302801938964016,2.550978324405872e-73,5.3432016334573745e-73,155.47202938522264
CDK2,1.1879213697093394,4.37159654511191,20.299246078022676,2.6727672505342718e-73,5.5976878423322235e-73,155.3026905108804
ARL5A,1.031255628373383,3.6833956835452795,20.294379043904254,2.8489340166362507e-73,5.965992059427474e-73,155.3108985771194
DTD1,0.8996603086429658,3.92397579345785,20.290265472228675,3.00684233656232e-73,6.295985036098234e-73,155.22643942870144
COL10A1,4.521055521048426,-1.094180421981113,20.289346514936927,3.0432964756444997e-73,6.371622676681137e-73,155.82428860908985
SNHG8,1.4280463419268683,3.3974384363036694,20.286772146756444,3.147786989148709e-73,6.588956626443196e-73,155.2539961530818
GAS5,1.3596722143109359,5.693904720443949,20.2785419903882,3.5064905039958204e-73,7.337401905893408e-73,155.0027209521319
RP1-313I6.12,1.8838180409976326,-1.7294105875150063,20.276860811946783,3.5846405632225866e-73,7.500117069284174e-73,155.69591431826706
PLAU,3.4054341445385243,4.4318631188852935,20.276460660991823,3.603496600536275e-73,7.538749898969749e-73,155.00025442006435
FIRRE,3.0078154419889023,-2.703602973763885,20.262292160192047,4.339031268018192e-73,9.07359135327533e-73,155.55350381321196
FLAD1,0.7453685397897285,4.682203123197783,20.26193082267315,4.359632203524143e-73,9.115680719307895e-73,154.79678080094794
ATP5G3,0.8217268401096041,6.162760661270126,20.256508338885286,4.6807824519780256e-73,9.786119905846302e-73,154.72131023236858
TMED10,0.6133817487074973,6.882618948944584,20.254602074845735,4.7992093564576015e-73,1.0032625446262566e-72,154.71079309417442
MEX3B,2.352093133180296,-0.7414639205605259,20.245748527925418,5.389691291387627e-73,1.1263342919146325e-72,155.23334480333233
MGST3,1.0687818377330967,4.890613004063147,20.22674918656431,6.913315628795179e-73,1.4436431149768995e-72,154.32916706178676
CHP2,4.556084644587707,-2.257027248107141,20.226110462745837,6.971412213718401e-73,1.4556169546261453e-72,155.0592896914696
FGFBP1,4.85697280358667,-1.518277893988067,20.220017040835778,7.55076664330087e-73,1.5762430106682413e-72,154.9413129501732
ACP1,0.819631306387195,5.061761829148156,20.216441046493756,7.912911384271022e-73,1.6516625681928682e-72,154.1906189055755
CCNE2,1.9732429684055872,0.7734634510929953,20.216003625928337,7.95838400108974e-73,1.6609739413248126e-72,154.7245731353301
RP11-31H5.3,2.0297739608365926,-3.526252039594285,20.21597290736181,7.961587181001537e-73,1.6614623058954417e-72,154.98383019335
RP11-307C12.11,2.008845393027752,-1.399492599018714,20.215105658255965,8.052552982803619e-73,1.680263305073951e-72,154.87059531160924
SIKE1,0.7707515409922414,3.901874777742862,20.21345366918583,8.228712421699117e-73,1.7166489050557437e-72,154.22363272750536
PKIG,1.3757999543580217,3.3998738451306263,20.210150855047118,8.592532563270055e-73,1.7923536820771512e-72,154.25081445644733
PTPRH,3.2126184900657178,-0.9975585960931647,20.205649921611936,9.114335606146114e-73,1.9005809036998295e-72,154.7242528514866
ARSE,3.0390507286479576,-3.4578140435852145,20.20519101246494,9.169284664364777e-73,1.9118321084934339e-72,154.84016980086187
PDGFRB,2.37634454423232,3.8497253815968357,20.20162165606827,9.608125134569337e-73,2.0031150830270367e-72,154.07513840903627
VAPB,0.6841087767808922,4.7453527696930875,20.198093509789807,1.0062512122155273e-72,2.0976190925497946e-72,153.95895033997056
ZNF616,1.1082702026091908,1.9791574349587273,20.19583200312319,1.0364995609726308e-72,2.1604404429326644e-72,154.3039418906105
RP11-498C9.13,3.909298745871544,-3.329362013677148,20.191795668015896,1.0927616225702435e-72,2.277464315063289e-72,154.65984601690135
PATZ1,1.1738629305730695,4.311004072113564,20.187203280999185,1.1604932814819402e-72,2.4181026511511204e-72,153.84072779087
ZNF223,1.6102014675756955,0.7407689317875398,20.175020593637647,1.3611876929597117e-72,2.8356726405883285e-72,154.19227235519114
ADK,1.1525317535556248,3.6897525819974875,20.17394339715989,1.3805202414534128e-72,2.8756356155036625e-72,153.73408020109093
RPAP3,0.8826507544028845,3.6926510413086664,20.15779962680652,1.7053843632666618e-72,3.551177414237091e-72,153.52264318005638
LINC00702,2.9792244342384633,-2.8671643073001256,20.153022743695697,1.8154128485896342e-72,3.779884367893195e-72,154.13340697815173
HPRT1,1.0060124553807315,3.9843679936686858,20.15249380744836,1.8280240707461018e-72,3.8057305883883413e-72,153.41715528938715
RP13-608F4.5,2.353609906455363,-2.0322953066457417,20.151575223337893,1.8501338219383183e-72,3.8509274003294924e-72,154.07439062343698
LINC01024,1.8719646335669067,-1.4360926152920752,20.141044004935672,2.1235262866793083e-72,4.418541669158557e-72,153.90517701139134
CYP3A5,3.4846928628928406,0.23300082515899556,20.138364491217803,2.19930410235409e-72,4.575722198466023e-72,153.76117162111544
SLC50A1,0.9223107265509807,4.839558826938818,20.136655695843857,2.2490340913958254e-72,4.678681275085976e-72,153.152558802352
GEMIN4,0.9818650677934477,3.6609558722263746,20.125858454547405,2.590294349414139e-72,5.386860652963147e-72,153.1096472509034
PRPSAP1,0.6205694624126084,4.3766170204778705,20.11754101990133,2.888049670418764e-72,6.005433449281541e-72,152.92546397466313
PTTG1,1.8584996556063667,3.4169854739219927,20.11556683376784,2.963603960153463e-72,6.161210350083571e-72,153.01174975856546
ACOT1,2.089970738710271,0.20633999065801273,20.112017214244304,3.104452554283351e-72,6.451938053373464e-72,153.41941816630043
PODNL1,2.512092544120907,0.015887429178936693,20.11115109026429,3.1398231721687415e-72,6.524743748081599e-72,153.42352100192812
FANCF,1.0905895388727709,2.5849401085183588,20.10182703649141,3.547056618425685e-72,7.369408326299565e-72,152.97462893854333
AIF1L,2.2917741509538883,1.0900892265440392,20.094512406091667,3.9031207750261356e-72,8.108296336419648e-72,153.10213666368034
TP73,2.8183710598743104,0.3575249804695216,20.08533482520836,4.4007866751394674e-72,9.139182254683785e-72,153.0580632910816
NEDD4L,1.711942451925208,4.355770988085029,20.069233820498855,5.431865162498896e-72,1.127800526241815e-71,152.296089885208
FMO1,3.5553332141319633,-3.352077143503781,20.059477288405382,6.170698684180848e-72,1.2806495317492857e-71,152.9344238992884
RP11-757G1.6,2.837792309103058,-2.8464697437082145,20.057328897644872,6.346424865466171e-72,1.3168352672016752e-71,152.88416578351175
NXPH4,3.3318090366521322,-0.6994700056659859,20.05345811891588,6.67574403890617e-72,1.3850171986291587e-71,152.71969243241693
ETV7,2.621300111155375,1.3765919578773513,20.050160287688218,6.969749563299615e-72,1.4458586963227815e-71,152.48784541615828
ZNF765,1.011560944315878,2.1530900703393625,20.048741415648397,7.100190217229177e-72,1.4727595765816357e-71,152.3549514106988
AC011330.13,1.9183866884857204,-1.4427686685931336,20.04807604160527,7.162196915811863e-72,1.4854612504162816e-71,152.69263105383592
ZNF625,2.1604790529613633,-1.3521614695217625,20.047323513844635,7.232977589250486e-72,1.4999797399019943e-71,152.67776686831584
FLRT2,3.1110149813450674,-0.7382525222530253,20.036845889360304,8.294236843217563e-72,1.719693811498529e-71,152.50545576525604
CD207,3.3159949650123544,-3.0419356006448646,20.035958875831266,8.39092249997262e-72,1.7395528366757112e-71,152.61444495973348
MIF,1.5174530331525329,7.03185784845023,20.03359948537721,8.653614303821918e-72,1.7934329116578063e-71,151.82592735087843
ZNF714,1.5501861264041052,0.940266490128719,20.032045321740053,8.831124910362597e-72,1.830024344850871e-71,152.30436786653254
UBAP2,1.0048211439018795,4.067410174383447,20.030352363426974,9.028629384087939e-72,1.870750670207133e-71,151.81347152105047
ANO7,2.4572792336849267,-1.1237065696692157,20.028944819590297,9.19619152397161e-72,1.9050597165200903e-71,152.42520305043305
THOP1,1.0617621555429806,4.271518123792316,20.027852697766107,9.328341133101938e-72,1.9322275267844706e-71,151.76243249695585
NEK10,2.537027737136292,-2.806432025454539,20.021151795624267,1.018172547839602e-71,2.1085395984795374e-71,152.41087000561558
TRPV4,2.144124859810734,1.2349553820645176,20.013244560531703,1.128957286952204e-71,2.3377128458277644e-71,152.02443165417435
ALG10B,1.441838321127587,1.56959558262878,20.009322267108587,1.1882995328490313e-71,2.460062504974218e-71,151.92930827141694
HYDIN,2.8090485209032856,-2.8916153691379134,20.008652142898377,1.1987453640999488e-71,2.4814209531976464e-71,152.25192809529014
DNAJC12,2.7299638404695035,-1.92129157149842,20.007516153196963,1.2166630141500657e-71,2.517698423110022e-71,152.18980232161735
SMPD4,0.8021577737892791,5.35570056053055,20.004413779828333,1.2669704914927752e-71,2.6215202160569172e-71,151.41854376704507
SF3B3,0.8852783019416464,6.337256892375204,19.997786781067337,1.381500727545716e-71,2.8581903152824245e-71,151.34422014308757
RPAP2,0.7693674939286153,2.924451531079163,19.996483624621032,1.4052107183575419e-71,2.9069315021740768e-71,151.5406486743543
CHRDL2,4.374865107180998,-2.2246409114208845,19.99512392247133,1.4303829118568594e-71,2.95868671730349e-71,152.04388804470423
MUC4,4.180322942564179,-0.41503336342195946,19.990044393400282,1.5284699238497405e-71,3.1612358289636742e-71,151.8750405754172
THG1L,0.8472540916437121,2.5435572385493823,19.989283821582756,1.543724152473553e-71,3.1924421148230875e-71,151.5134454919102
GCN1L1,0.8527708814452257,6.0853342588724475,19.986998407443156,1.5904820886888876e-71,3.2884314922113028e-71,151.1989377937251
AFAP1,1.666836859465414,3.1183408951215883,19.983223421829553,1.670833908200871e-71,3.4538223854733285e-71,151.3341757563378
BLZF1,1.1122751171645011,3.127511954870029,19.981806307162998,1.7020336129642042e-71,3.5179382462115587e-71,151.3141345160529
SPRED3,1.8663271535211114,-0.9763099709706506,19.977559223625185,1.799067731541335e-71,3.717699874272716e-71,151.7470940611675
ZNF420,1.1044063224815668,1.2874742320301273,19.966158057691253,2.0877587462871354e-71,4.313341840896145e-71,151.40416649463742
RP11-119F7.5,2.258644458190873,-2.1888807569861943,19.96022613559589,2.2558166497173663e-71,4.6590517284161556e-71,151.58766096467673
SPIRE2,2.554109663840035,2.046753475583393,19.95758018683724,2.335074134704339e-71,4.821711390478963e-71,151.18360832541885
ZNF826P,2.8325628836836194,-1.0820078226497536,19.95604144809178,2.3824388363978083e-71,4.917404856208967e-71,151.47304251183573
CXorf57,2.807374103333265,1.1492565106655355,19.955177559449055,2.409450011187976e-71,4.972090100282511e-71,151.27822035538026
RAP2A,1.1927380542601016,3.5622525845700204,19.951854374727063,2.516238209683162e-71,5.191899316227681e-71,150.85356922198042
RP11-571L19.8,2.0380074686309464,-2.5091652696931286,19.92950402509964,3.368183627708243e-71,6.9453000088387136e-71,151.20361400699113
CHMP1B2P,3.5695018617915792,-3.641831022837949,19.918231647224722,3.9016863033596915e-71,8.04453736269566e-71,151.10751209488572
ZCCHC9,0.7639858964537241,2.9037614622265417,19.91597552830248,4.018201105717627e-71,8.283881392646442e-71,150.49522308384235
TMEM52,2.9546619346516945,-2.0356374807789415,19.91530439258486,4.053527225444758e-71,8.35581434166598e-71,150.99522354604463
DDOST,0.7013012471537605,7.24295237261424,19.91014924779849,4.335422351256599e-71,8.93594709730518e-71,150.22171944265122
NPAS1,2.394966232227036,-2.1880247181350954,19.90916634270502,4.391351968683145e-71,9.050257130446996e-71,150.9231620236048
SELM,2.132839914585877,3.0136032225443796,19.90767857611516,4.477383411600702e-71,9.225585967570786e-71,150.3680189032006
NAT10,0.9141614961119773,4.7656497720327655,19.907656799010713,4.478655113867905e-71,9.227218473197983e-71,150.16769507128913
PCBP4,1.5394896937763773,3.783640649160287,19.907224240886126,4.503989793642661e-71,9.27842144474369e-71,150.2413354549762
RP4-738P15.6,3.6883632062869225,-1.8974463794065732,19.90712000361047,4.51011628390309e-71,9.290047957650125e-71,150.88154203196063
LPAR1,1.9133973122686823,1.674142938751301,19.905349555792064,4.615453970751112e-71,9.506007766190118e-71,150.56003307855215
PCDHGA7,2.7450869886061176,-2.6755151273685196,19.897814652172382,5.091951857786572e-71,1.0484039089304467e-70,150.7993373309014
SRR,1.1545525988704635,1.3151045984504406,19.896105038427926,5.206730331366276e-71,1.0718068308856334e-70,150.48845665492237
EEF1B2,1.1278888245042644,6.724952596976763,19.89303207653815,5.419575791677511e-71,1.1155018207936805e-70,149.98708788610085
CTD-2132N18.2,2.2338575124434925,-3.7286417007735944,19.88832198899651,5.76280488408728e-71,1.1857676459699369e-70,150.72217078114429
RSPH1,2.625323254758203,-2.2134525983062714,19.882428855679997,6.2229781460540305e-71,1.2803170537370596e-70,150.57671226809944
TMSB15A,2.9748862912143723,-2.7197805392120564,19.881859003040926,6.269376837421049e-71,1.2897252670996465e-70,150.5939513168847
TMEM18,0.7269317902870109,3.3433497562818917,19.875280055500472,6.830738410349651e-71,1.404307009015165e-70,149.8905146586347
PHF5A,0.8333094912342829,3.5883540408650925,19.87359651506976,6.982284474432829e-71,1.4353095084845525e-70,149.83058702974614
UPK3B,4.107992967864844,2.9922398268652786,19.870530190074447,7.266984178500953e-71,1.4936741187911987e-70,149.8881707919585
ZNF846,1.1941606010385968,1.1596649782974002,19.868326213998127,7.478752041085957e-71,1.5370372721279382e-70,150.1463995625696
RP11-337C18.10,2.2526827481592537,-2.9404592492039145,19.858261904970266,8.526870677209722e-71,1.7518859940676295e-70,150.29743284789689
JPH2,3.0061847976274496,-0.19252137948222292,19.857773124306245,8.581353330498815e-71,1.762891531135774e-70,150.13805252322553
FUT6,4.095656760133856,-2.848576191588211,19.83958978391504,1.0875374570355026e-70,2.2324907674447862e-70,150.05058709913902
CERS6-AS1,1.7485148834479833,2.5155433917905405,19.838968301600218,1.0963779836550194e-70,2.250398533796327e-70,149.56102990958067
FREM1,3.1791370617243726,-2.0366367606286904,19.835462699856414,1.1476061764617467e-70,2.3552970866239324e-70,149.95718695473715
STRAP,0.7189479713536464,5.426191817086904,19.831650592946932,1.2060303992317738e-70,2.474940515408247e-70,149.16839892822495
RP4-592A1.2,1.817762946469021,-1.812169058461575,19.82756345679104,1.271973572285164e-70,2.6097084901153982e-70,149.84272363198568
POLR3G,1.9883600269522559,-0.4088063514839592,19.823215117613593,1.3460893199475862e-70,2.761477418570794e-70,149.70382777102785
MTMR9LP,1.993195045490153,-0.02695954613520518,19.82087915916635,1.3876700965450725e-70,2.8464762174361093e-70,149.646103430913
PPIB,0.8791992790026093,7.8692191880425035,19.81612653311681,1.4762705585030424e-70,3.027573728237406e-70,149.01440031461715
TMEM254-AS1,2.1453686633446134,-0.9100700508464847,19.806382811811318,1.675976684360614e-70,3.4367700025451454e-70,149.51652884117303
ZNF813,1.6480667272295233,1.4584631719099659,19.80250955072207,1.7626637071243987e-70,3.614145986047012e-70,149.25241915347544
TNFRSF6B,4.808497493613218,-1.7302098206353,19.80110737460471,1.7951378029144896e-70,3.6803384419146976e-70,149.49464181395493
OAF,1.273603446745573,3.5190645499702904,19.800054684904847,1.8199099819464945e-70,3.730728237567811e-70,148.88435267430017
GPR158,3.6455425929370078,-3.003990384978209,19.795472270211928,1.9317843756723065e-70,3.959222008153006e-70,149.48472247620958
NSRP1,0.6405473107828872,3.859952190151575,19.78552379973847,2.198874599508101e-70,4.5056679885800515e-70,148.64846432404258
FAT2,3.748933550171274,1.586483530284418,19.783295507015694,2.263583434304642e-70,4.637767762408074e-70,148.9851781276073
FAM83A,4.522515898185158,1.986066674725776,19.766770491956773,2.806694388817412e-70,5.748079048900694e-70,148.71092225381577
SLIT2,3.0070343106620614,-0.983369993356133,19.760686148937545,3.0379281217516756e-70,6.220319421207926e-70,148.9274670238733
RPL11,1.0918923710900286,8.348574361385008,19.76048525124352,3.0458793945555965e-70,6.235936677695092e-70,148.30445241664097
RPS3A,1.3544354922532298,8.664938439781059,19.759340910524095,3.091568968033631e-70,6.32813229051827e-70,148.29851222610864
RBM28,0.6654538519006419,4.026118134877482,19.753798062604755,3.322751327579189e-70,6.79989312088428e-70,148.21730082109255
SUCLG2,0.9586635349856625,4.261314325389883,19.75250204047873,3.3792505807867656e-70,6.914781621135751e-70,148.17856002969924
TOR3A,0.6808573311765764,4.867461486179469,19.751671580969628,3.415957319399918e-70,6.989149625437464e-70,148.13556400064758
MYO9A,0.8923830704439157,3.156908766658812,19.749431909540984,3.5169494025692644e-70,7.195017554342116e-70,148.28534632811292
C11orf80,1.3285349475690211,2.6304893938781975,19.74734137526102,3.613905652834737e-70,7.392586045287511e-70,148.35013019303398
RP11-66N11.8,2.019994175328246,-1.5462687794719812,19.743889899506293,3.77985756320146e-70,7.728770691483959e-70,148.74175141636118
ZNF793,2.010878013988971,0.7366527287164156,19.74273789578253,3.836924752148942e-70,7.844624039155586e-70,148.5621386003056
ZNF251,1.079027803751532,2.580858501865869,19.741709919124222,3.888574128347401e-70,7.949377190472907e-70,148.28567682552438
SERPINB4,5.2681133971042335,-2.826998780256516,19.739244989878618,4.015267935956115e-70,8.204890324168949e-70,148.74689191191845
