,logFC,AveExpr,t,P.Value,adj.P.Val,B
RPL17-C18orf32,3.703418946269569,1.3895080587096287,22.67824309433118,7.473537072902166e-90,1.481922771493846e-89,193.65583969857965
RP11-817I4.2,2.277648062037669,-1.9047154250518565,22.67675081509616,7.6346030149644895e-90,1.513712463674662e-89,193.87123033709807
ALDH5A1,1.4387746684994651,3.558630417303436,22.676555728639553,7.65591402238029e-90,1.5177894443313545e-89,193.2952899629821
CPT2,1.2798636237640832,3.9795210773315306,22.669378455521702,8.482678500946739e-90,1.681038817816575e-89,193.13653059276868
SRPX,2.49216102454062,0.2539742251036313,22.66726991369994,8.742106968512525e-90,1.7322813310176476e-89,193.61614782819206
DHX29,0.7676459522701009,4.0578954905420535,22.666833261911364,8.796814225963598e-90,1.742951519570928e-89,193.09144198993954
ETV4,2.7762033935966857,-2.9716729766127448,22.65612272277417,1.0251259138543213e-89,2.0303338373886847e-89,193.6199224130545
C14orf1,0.9737567270675846,3.579390552538442,22.654964695943445,1.0422250838564317e-89,2.063998420973125e-89,192.98405640376788
SAXO2,2.336150620380028,-2.5543979306503934,22.640854157900776,1.2749545129777034e-89,2.523904781472891e-89,193.38619931397554
MED21,0.9195166904603904,3.284332846434978,22.639427199129752,1.301205520655138e-89,2.5756200221008465e-89,192.80847406601518
KCNK2,3.7814207010572476,-2.8373030537393937,22.632205291875152,1.4425806250920437e-89,2.8551807961744666e-89,193.27389179525832
XPA,0.7276269437001757,2.285629186568854,22.6303898373854,1.4804711773191558e-89,2.929602754064879e-89,192.84512702244427
LAD1,3.3532534461961054,-0.01492537152903174,22.628658417786156,1.5175338934835915e-89,3.0026507051613983e-89,193.08633422423296
TDRD6,2.2263496043502897,-0.995907402556344,22.62850100626647,1.5209490701481804e-89,3.0091145896767617e-89,193.14187826470743
OXR1,1.214755292940068,4.348928822112227,22.62677925193629,1.5588091347984425e-89,3.0837178953955927e-89,192.4927952873968
ZNF793,1.8035479470858617,0.7947932467579111,22.626145436591003,1.5729821494249603e-89,3.1114522575412306e-89,192.98008601061855
FAM114A2,0.728384336086032,3.8048446003759056,22.624176709499203,1.617832069975845e-89,3.199544071313251e-89,192.5131532690608
SMN1,0.8686092823428035,3.3988459823631714,22.622556522844253,1.6556986889821343e-89,3.274112683369331e-89,192.54939652659294
CDKN2A,2.1300496935494753,0.6116777158402565,22.61919114724494,1.7372073913398055e-89,3.4349597361660936e-89,192.89888259240723
FAM204A,0.6856681353590477,4.163807749876251,22.59901715397573,2.31709536518117e-89,4.57977974107961e-89,192.11304190285662
NEFL,3.8940231692157354,1.6998995731478361,22.59648815681802,2.402278522054503e-89,4.747683146909157e-89,192.44881660726244
SCML1,1.7252211675922202,1.9347213309925495,22.590336871763252,2.622760490426546e-89,5.1824173532342185e-89,192.32763711388534
POLK,1.0931257005088804,3.8764199283167664,22.58941850845777,2.6573689363306005e-89,5.2502901405927955e-89,192.00822008946886
ATP13A3,1.3407623149885026,6.145920759895136,22.576830427585957,3.1804113188515015e-89,6.282466024238262e-89,191.75051130444302
CERS6,1.137106947353597,4.168552431805544,22.568683141763696,3.5725719962147144e-89,7.056438456009296e-89,191.68004728337948
PSMC2,0.7017783823859816,5.300966908668352,22.56861317072212,3.576141189723742e-89,7.062800509545916e-89,191.6274314082623
EMC4,0.5559978638875744,5.14917359934407,22.56059062233193,4.009909579118075e-89,7.917171093285006e-89,191.51467988074026
S100A2,2.5781536287292175,-0.5133277501351935,22.556558951865526,4.247361453579796e-89,8.385180251665806e-89,192.09117508223943
ZFP41,0.9267628374371375,2.3277231096580495,22.548660044485157,4.754076251133582e-89,9.383714776125787e-89,191.67317306332183
SP5,3.362507501557982,-3.9278163617079747,22.548145876937465,4.7890802637573085e-89,9.451886860314945e-89,192.11519787368505
RRM2B,1.2712273970265429,4.928571681599465,22.546577137694452,4.897477945811499e-89,9.664883756278457e-89,191.31958262096438
POMT2,0.755963785831582,3.292754930445616,22.545817169194173,4.9508687822912295e-89,9.769297008635952e-89,191.4722605136227
ZNF114,3.3688916477130912,-2.779780796482023,22.541740609843725,5.2473489391033454e-89,1.0352312121154577e-88,191.98286581857428
ZNF555,1.1471031641358107,1.467818158089993,22.5344527767069,5.822274868309223e-89,1.1480980431967784e-88,191.5956839040446
SLC25A1,1.0813160559724597,5.184971013551353,22.529911828902073,6.2119055768943235e-89,1.2248105037645932e-88,191.07692188925952
CCL13,2.878941768801647,-3.7496366087277813,22.514806858870585,7.705356708406292e-89,1.518685977749919e-88,191.63458074276105
APOC4-APOC2,4.203967656116314,-0.12542840164656902,22.51151562519694,8.075662556017097e-89,1.5912075274289151e-88,191.42505501488313
ADCYAP1,3.2041634924676323,-2.791378777295216,22.509770955541654,8.279118037689566e-89,1.6311374261318263e-88,191.52817318605065
HLA-DPB2,3.0208331611917,-1.7413167971748649,22.509287915126333,8.336347879189553e-89,1.6422532458906484e-88,191.4778502931375
KDELR1,0.779413569956442,6.428873615459774,22.508891356650746,8.383626821228853e-89,1.6514067786815622e-88,190.78676989997277
HPS3,0.8703888152654731,4.968795700582388,22.505292272237668,8.825159601294967e-89,1.7382111128485133e-88,190.73021890847346
CHST10,1.531602914281933,1.827034430346694,22.503481710343088,9.055986806053108e-89,1.7835018675804593e-88,191.1056277371713
GIN1,1.4290443187281487,1.4706180394596429,22.495121850055035,1.0202514059829459e-88,2.0087158856997045e-88,191.03512573645372
KIF26A,2.7166887363771854,1.0847222537106893,22.488586968838263,1.1198846376054558e-88,2.2044502546168532e-88,190.98887446122077
DCP1B,0.696719047690626,3.0097881193948686,22.48489833118276,1.1803564002386504e-88,2.3230357600505506e-88,190.65144507098546
PDP2,1.1174736752249752,2.0944826764340805,22.484381955593957,1.1890783026807943e-88,2.3399741336709268e-88,190.794015506709
SRGAP3,1.5632419801736213,0.6439478114513606,22.47762800656574,1.3092657215024247e-88,2.575740002005304e-88,190.87898375199157
RP3-417G15.1,2.427153511933747,-2.936739230064144,22.477138362147958,1.3184368180202804e-88,2.593530920630468e-88,191.06932951107578
IFIH1,1.2593841666018255,3.805591845340993,22.46971208722188,1.465667083569131e-88,2.882592281384509e-88,190.31152856114133
CHEK1,1.4564795425530543,1.7968766052316496,22.468253365219404,1.4964623785860704e-88,2.942873422163688e-88,190.60830986389448
THUMPD2,0.9686272145507606,2.03507595550176,22.467750843951805,1.5072202190823526e-88,2.9637419682130207e-88,190.5662422933007
RMDN2,1.4136381565089697,1.1080374804766098,22.462442016259775,1.6257000798029982e-88,3.196406525036718e-88,190.61402862155424
TMEM184C,0.9335650842939947,3.8943864736418394,22.460973205488703,1.6600936134661164e-88,3.2637137961969543e-88,190.175752975292
PIK3C2B,1.345992687857291,3.74109495675214,22.44987941253261,1.94446315267866e-88,3.822038280240951e-88,190.03780667866755
PRIMPOL,0.9288985447373763,1.9702038130736381,22.449551220125443,1.9535790580282222e-88,3.839584458105076e-88,190.3168875818724
BAIAP2L1,1.8490200285301488,1.9407283881671273,22.44635249145817,2.0446943444669187e-88,4.0178847987514717e-88,190.27572604300875
RDH13,1.7138942759733182,3.4192433780677747,22.434977345220137,2.4045003021003008e-88,4.7235414127546585e-88,189.8733307245637
ADCK2,0.8887188640600212,4.120699932180482,22.432465242957203,2.4921260790025847e-88,4.895204562076831e-88,189.74435084863916
GDF7,2.3684210048072174,0.7281566862858619,22.431193704758208,2.537688183885482e-88,4.984218126463691e-88,190.20993118987852
C10orf99,4.818831884472158,-2.405708685293267,22.421006061446455,2.9340998882488356e-88,5.761685985781958e-88,190.2500302503651
RP11-61N20.3,2.476473973778721,-1.4726156379628923,22.414402044835448,3.2235438967200454e-88,6.329453871354769e-88,190.1157515894722
WDR90,1.4866345709474245,3.206822728771229,22.406893272830768,3.587451880162204e-88,7.043308303241417e-88,189.50807861749306
USP6NL,0.8238535793574018,3.1725232177493146,22.406492216585093,3.608004537291805e-88,7.082974164227646e-88,189.50806409065103
MGST2,1.0918359966093845,4.125009148310395,22.405489946651457,3.6598830420832923e-88,7.184123041286973e-88,189.36001856582246
ATP1B2,2.424632591689995,2.0243805745292427,22.40469598010452,3.70150809314019e-88,7.265127399066159e-88,189.67050936945532
NME1-NME2,1.063659150238884,6.815458767109216,22.40141593012394,3.8785436450628957e-88,7.610394451547769e-88,189.2632633190226
TRAPPC2L,0.8901117910675671,4.41197456822894,22.39291379777661,4.37782244079666e-88,8.589237664335067e-88,189.15623126910734
LPP,0.9010820922177496,6.3267812555115555,22.391701000749272,4.4540942118365143e-88,8.738036855619312e-88,189.11663759387363
ZNF92,1.3652445678908844,1.5437650611442093,22.379528874755437,5.297111118202159e-88,1.0388852270398415e-87,189.38065004623513
ACYP1,1.2948486548623002,0.742703351351804,22.378854022147152,5.348259307893217e-88,1.0488151591319982e-87,189.46405457733866
FOXD2,1.4434509781761793,0.10783889231385725,22.372778269767732,5.831552029405891e-88,1.1433697362893727e-87,189.4339803333975
CTD-2292M16.8,1.8072263565117344,-0.6368338571722062,22.37220683022615,5.879193121371773e-88,1.1524877509376344e-87,189.47478357163797
RP11-598P20.3,2.252802488992316,-3.475335405498031,22.36903320427158,6.150944687251991e-88,1.2055257292841221e-87,189.55198201542035
WSB2,0.8788206555152227,5.410676962684258,22.367434069770923,6.292594962197593e-88,1.23304954412846e-87,188.7621755902469
SKIL,1.2289063993160356,4.693203819399708,22.35886255446529,7.109302057318057e-88,1.3926817212235325e-87,188.65553099044314
C7,3.4318976789216253,2.755971647465512,22.354962003284562,7.515226194194575e-88,1.4719162242853816e-87,188.8453096592677
LHFPL3,2.677826710150872,-4.228088907609248,22.353466410793228,7.676941533683053e-88,1.503444284714817e-87,189.35649243546845
KLC4,0.8863510025531696,4.464622581564924,22.342861895837473,8.92778259771922e-88,1.7480701736943474e-87,188.44070220697148
VKORC1,0.9832977680483497,5.775644399077978,22.34030087673467,9.259214794113629e-88,1.8127900019167547e-87,188.37797729251196
THRA,0.883428222804568,4.959403736377546,22.339897807024258,9.312485922091508e-88,1.8230435912915098e-87,188.376520508441
MLLT3,1.237282645010088,3.1019583166327633,22.332413985811236,1.0359116836910474e-87,2.027739892277612e-87,188.46632804915714
MT-ND5,1.5990516627078222,10.717582195126218,22.330680108461703,1.0617912516746127e-87,2.077796212639352e-87,188.34695350054662
DNAAF3,2.8214160908806734,-1.9772750155926637,22.312642778736475,1.3724847043400015e-87,2.6852673830571886e-87,188.692077420057
OXCT2P1,2.736938089692715,-2.8535288406454637,22.31182984217772,1.3884517313156125e-87,2.7162449001578936e-87,188.7164085627488
TAF4B,1.5293337934823208,1.5643422602410977,22.305769463318665,1.5134823002446823e-87,2.959987317823311e-87,188.3294901385072
RP11-111F5.4,1.8124262750781777,-0.3366958751005515,22.274241864718608,2.369951334464871e-87,4.632343690462509e-87,188.06533353604988
CCDC51,0.8793301762003269,2.089752642493007,22.2735466534494,2.3934990806496595e-87,4.677919727428302e-87,187.79634485776188
CCAR1,0.8136379656690282,4.497414281533984,22.271799647432267,2.4537095155566063e-87,4.79374915949781e-87,187.42861726124977
MCPH1-AS1,2.1236093495690596,-2.8152044309983966,22.27040142777342,2.5029875262212815e-87,4.889551422322679e-87,188.12678035650978
NT5DC3,1.6722928747032322,3.6250003246761002,22.25919770071147,2.935274174102264e-87,5.732361280606953e-87,187.3427420239245
GLMN,0.9996766444893477,1.1579941952300385,22.257217486130568,3.019094799768586e-87,5.895488834550035e-87,187.69076895724572
AC010226.4,1.9005605813814712,-1.4084970281990996,22.253126516730212,3.1999122702868607e-87,6.2479757823437255e-87,187.8216491973812
CHAMP1,0.9530473451280104,3.078276105138214,22.241174085460177,3.7925900670741485e-87,7.4044936968815305e-87,187.17402167529536
LINGO4,2.584805839893658,-2.7283709137558363,22.226967001382768,4.64131029987359e-87,9.058883809577193e-87,187.50707579874017
FAM180A,2.988750043681765,-3.5543768915790745,22.226787023234337,4.653198369745934e-87,9.081213097007531e-87,187.53539539416195
VASH1,1.3898127764707975,4.6775804101964,22.22244629341589,4.9493153468318e-87,9.658187764356236e-87,186.71784215746305
MFAP3,1.636405173519956,3.1255585227342055,22.21564423829312,5.451657639287163e-87,1.0637444710748376e-86,186.80362733451847
ZYG11B,0.9146414738452107,4.496806371793032,22.209986738549283,5.908060858822142e-87,1.1525775583882203e-86,186.55086718457193
BCL2L10,3.1273108788369965,-3.294336819655776,22.196202112564283,7.186366312418328e-87,1.4012827131347283e-86,187.09226926961264
RP11-182J1.12,2.4530989845715196,-3.1942208488707986,22.192952885630927,7.52589405173863e-87,1.4673467977654568e-86,187.04250287632394
RP11-346C20.3,2.3646507465340756,-2.1491610861912807,22.190807323393813,7.758833845008519e-87,1.5126184002498587e-86,186.9704753081609
RP11-342M1.3,2.016127755641447,-2.34326365113888,22.184002257851883,8.546378517439665e-87,1.665193432199247e-86,186.8821517892165
RFX7,0.9939478023396822,3.4177279714061184,22.181814720754524,8.816129671410834e-87,1.717587306805309e-86,186.27572467064542
RFC3,1.0711207400756177,1.6671250571811458,22.175694736727014,9.616849317235569e-87,1.8730464560741576e-86,186.4689564888173
NEGR1,3.1955111176951583,0.5902565994354719,22.16931401141566,1.0529146035000373e-86,2.0503381714503463e-86,186.5034125291073
CCDC86,0.9839456016886952,3.3601329350765057,22.168590836850214,1.0637852143794413e-86,2.071307647695044e-86,186.09727520531425
MVK,1.2760122262541485,3.466276794720928,22.168483461075063,1.065408797701145e-86,2.0742698398471758e-86,186.07896539102163
RPS7P10,2.229468682596809,-2.4620405978785156,22.165730443733306,1.1078921628139775e-86,2.1567747142688614e-86,186.62801305096693
EIF4A2,0.8840824320391665,7.3077123755153375,22.163324150373622,1.1464089231000996e-86,2.231542558783756e-86,185.88956082540489
PSORS1C2,2.537851329555545,-3.8229780145094283,22.15866247891533,1.224874472004845e-86,2.3833648599154225e-86,186.5789549352126
RND1,2.6315729862867436,-0.12766396138292918,22.148854710830474,1.4079201094342692e-86,2.7387475469768078e-86,186.27249750977353
HSD17B8,1.5214912643709488,2.553615047602631,22.148088609581357,1.4233194955371429e-86,2.768437622683953e-86,185.9414878610736
MTHFD2L,1.0300077062044268,1.4714930328853584,22.144330581175176,1.501331925378166e-86,2.919896270977574e-86,186.05033342188588
NR1D2,1.4875524844216343,3.740027233845374,22.136751706015062,1.6718966992055123e-86,3.250376130284054e-86,185.58863138012265
CTD-2561J22.2,2.0760724952244045,-3.1254988574728486,22.132424584279835,1.7778261023413254e-86,3.4553226488448585e-86,186.18204162891567
ADAM9,1.3725780051881893,6.054771311213407,22.132344073304807,1.7798593037625085e-86,3.45861155061045e-86,185.42839744523943
WDR41,0.7192371804727244,4.226128099119298,22.13154900401555,1.8000629339649118e-86,3.4975360742795246e-86,185.45886842393745
TBC1D32,1.5232042189807542,0.40101381557777976,22.12944603514974,1.8546132261433014e-86,3.603182577561236e-86,185.9554829820344
TMEM123,1.1340509750676588,7.064337226895637,22.12682902363623,1.924809811087468e-86,3.739203889859154e-86,185.36732033863638
IPO11,1.3527049892307912,3.777204105634378,22.125531700676323,1.9605860992780487e-86,3.8083394641247934e-86,185.42447960257385
RP1-12G14.7,2.0075642158279665,-3.7305862677443082,22.124608272567734,1.986455521062744e-86,3.858220054074853e-86,186.09324389341583
CYB5RL,1.326921862191939,0.8328367258300416,22.118702245482858,2.160169822090808e-86,4.194414170681731e-86,185.76174095911097
DNAJC11,0.7271618368510824,4.595139245357673,22.11714765831153,2.2083660101110765e-86,4.287176238405894e-86,185.22799221179693
SMCO3,2.7204799296043722,-2.7791248117446608,22.114287491135336,2.2998626274846005e-86,4.464374487897141e-86,185.91177668588418
WT1,4.070474093947913,-2.6439701098932247,22.109776797394574,2.451916889735723e-86,4.757713230178797e-86,185.84251439078452
NOLC1,0.844183572944317,4.904139245231984,22.10069657215738,2.7891466465561956e-86,5.4105230683171494e-86,184.9820744239101
MRPS31P4,2.1498011408185413,-1.5806539418159933,22.09335030564963,3.0956018529375345e-86,6.003851571549659e-86,185.56420030977574
ICE1,0.8713786182012013,4.245355944260284,22.08965376649148,3.2623055675739754e-86,6.326564860252208e-86,184.8631701637836
KPNA5,1.3143397811487607,2.283644094043408,22.08634130140598,3.419294121774985e-86,6.629743955286328e-86,185.11014693961687
CSRP1,0.948817081839767,6.3105753231011645,22.081101879180164,3.683160912715209e-86,7.140678497030298e-86,184.70589090005274
EFNA3,1.5306976436532773,1.0639142508472308,22.077993493689362,3.8492215828575395e-86,7.461200172791705e-86,185.15977370480354
RP11-475I24.3,2.841002817586792,-2.0951447251669517,22.070152027765296,4.302139806850308e-86,8.337528038784608e-86,185.25852650823555
RPL9P25,2.3002048714688828,-2.919683519349947,22.06725282828597,4.48275909355105e-86,8.686737505988064e-86,185.2511994669678
POGK,0.6302007177589939,4.938293971310577,22.066498435339803,4.530987091668634e-86,8.779355540595876e-86,184.4964241530807
HRNR,2.7794472277270805,-2.4988483829931862,22.064525201416465,4.6596005597976376e-86,9.027697932712042e-86,185.19582868315499
MAPK11,1.3872601237651614,2.4631002764512098,22.064073193862797,4.68957172688868e-86,9.084897572336633e-86,184.765571539557
UBE2Q2P1,2.0047561393196656,-1.4951167097563907,22.06309978640871,4.754770867725068e-86,9.210325348720685e-86,185.13189306030492
RP11-187C18.3,2.2914579324782833,-2.368139137156398,22.05970760196998,4.989139420582083e-86,9.663390923948015e-86,185.12222935660898
POLR1C,0.7471619363341344,3.055281050539893,22.05668304726431,5.2078241484130994e-86,1.008599511653234e-85,184.5612580906262
PON3,2.921736120059335,-3.1422169479545508,22.054615805039603,5.362776675618413e-86,1.0385100225767973e-85,185.08081378871728
EIF3E,0.8469376229185253,7.06141917081186,22.050737548690343,5.666010158767036e-86,1.0971269193450679e-85,184.2887758511983
KMO,2.388137057432412,2.656787910163273,22.049663998163197,5.7529359922904385e-86,1.1138523108104567e-85,184.52925728921963
LINC00629,2.544424216727559,-4.176204701769919,22.046377606341444,6.02740630430862e-86,1.1666597030811102e-85,185.00091289534518
MUM1L1,3.7476321215759096,-2.3158416832769397,22.043844948368893,6.2478207672842094e-86,1.2092075590531456e-85,184.89550675693212
BSCL2,1.2825088524048698,4.61783277193621,22.04071017587538,6.531820710440913e-86,1.264052500584754e-85,184.14352779163696
FAM155B,3.042527306248425,-2.237018048191715,22.03340265564887,7.244944969743861e-86,1.4017904302866676e-85,184.7443941327383
PRPH,3.249979120900713,-2.744408529813321,22.03284358160013,7.302604542865615e-86,1.4128119518553075e-85,184.75730747188982
RP11-33O4.1,1.9545691685215765,-1.1728114184192031,22.02693651442155,7.940559351657567e-86,1.536088560446059e-85,184.60483247171348
RP11-290O12.2,3.5836940261668597,-4.092210789451847,22.025067219884875,8.153815504061451e-86,1.5771922141688426e-85,184.69656874812685
EVPLL,2.986544097346607,-3.1790042291970853,22.015286099892645,9.36659143801482e-86,1.8114339529042868e-85,184.5256648210103
MED10,0.6655361226767442,3.5474925176816248,22.00558092321108,1.0747990420246254e-85,2.078388805287848e-85,183.75777907753854
LGALS2,3.656859264488499,2.624637177403168,22.00475107860258,1.0875156203084473e-85,2.1027789875089937e-85,183.8986674792646
PRELP,2.8029722204299556,2.5287582976756364,22.004323795449096,1.0941218419286769e-85,2.1153508924440725e-85,183.9086017232625
ETFDH,0.9415924458907377,3.9096852129431094,22.000858943236697,1.1491941392692786e-85,2.221614706478349e-85,183.6410061705508
UBE2Z,0.49021632407248195,6.086737136375687,21.996284358486225,1.2261696650731966e-85,2.3699715727498613e-85,183.50099495093056
NCK1-AS1,1.0646159695085438,0.28492357125765516,21.98586612681773,1.4212483668760818e-85,2.745978009532462e-85,183.93229544822734
METTL8,0.8264121957198531,2.5274928062400916,21.985651835010145,1.4255706844901229e-85,2.7540667937982994e-85,183.64452447812934
DDX47,0.6881036968895602,4.426475871456806,21.982080779105427,1.499563719281463e-85,2.8967384102108825e-85,183.3250524128193
SLC34A3,2.942448071683207,-3.806540372278605,21.9741006048605,1.679078599559245e-85,3.2432021893029216e-85,183.96593990281931
IP6K3,3.585053044689349,-1.1357526850300002,21.964840255588438,1.9144691806042735e-85,3.696108054492975e-85,183.72457797447254
GPR89A,0.8597491955888352,3.158315666540416,21.9609181180026,2.0238511806524994e-85,3.906539271056804e-85,183.18811600109345
MAPK8,0.8809050912682106,3.754525693841303,21.95607945479779,2.1674337623044452e-85,4.183291519347828e-85,183.02736420127653
INHBA-AS1,3.086285508536662,-3.1592801356597544,21.949623696351853,2.3749720415298822e-85,4.583418120296229e-85,183.5964024159861
ECT2,1.3564394734524796,2.4335743404247756,21.947808628843916,2.4368192221099827e-85,4.7023285693018455e-85,183.12456492143355
RWDD4P2,2.046873398140581,-1.4644106029969166,21.946989167772816,2.4652665330118103e-85,4.7567708191900097e-85,183.48774176976792
SLC25A21,2.912169027513631,-2.312391172564525,21.944170872088453,2.565659543457828e-85,4.950009876264223e-85,183.48552209615036
TEKT2,2.7816158627212837,-2.009876358203421,21.938076714183218,2.7969301238890316e-85,5.395694490070282e-85,183.38637754081103
PLBD2,0.9606225877851085,5.6539421217028885,21.933716956291565,2.9750538363703577e-85,5.737139183455909e-85,182.61072529686135
SUOX,0.8987616376816461,3.9774916945937546,21.92825724180685,3.2141845820746355e-85,6.19651532478464e-85,182.60554520069954
ARSI,3.142563842050657,-3.627902514421069,21.926652208020414,3.288069195448482e-85,6.338352525864531e-85,183.2889880427185
PC,1.5553421816070316,3.0709527735983038,21.926249552984594,3.306869360136876e-85,6.373381944928887e-85,182.7123950265673
STOML1,0.997705696854279,3.0822348055766513,21.905800272418126,4.417239442856728e-85,8.509373418646603e-85,182.42132640011758
CYB5D2,0.9745463321078445,3.5545623137242615,21.904543246288554,4.496543162230418e-85,8.66132162623151e-85,182.32719067761542
FNDC4,2.6644032765126657,-0.35464980438236404,21.902502204553606,4.6283502634243243e-85,8.914364327151768e-85,182.8008078231815
STS,1.4012644142258006,3.8372469394677013,21.900232240327284,4.7794794043483515e-85,9.204570370949047e-85,182.22648712794856
CD70,3.689666132337139,2.0901223298992604,21.898125454058036,4.9241523472202643e-85,9.481388738809973e-85,182.47667015794832
TSTD2,1.1463616327942217,2.714227085511653,21.897014900833124,5.0021666537565815e-85,9.630690069424094e-85,182.35952153235507
SNAPC1,1.324192792943009,2.3817031490778215,21.894338756804416,5.195271644343341e-85,1.000057746303897e-84,182.3769489927793
TCEAL3,1.174928447419627,2.8392058430183553,21.89246427642747,5.334948618294601e-85,1.0268472599118132e-84,182.27401631559363
COA6,0.9840443683034006,2.6518815615928104,21.888193129096916,5.667387436277576e-85,1.0907301152266663e-84,182.2453308726494
MKKS,0.9727884362753518,4.163546893592088,21.869984787857916,7.333043080470624e-85,1.4106285337823292e-84,181.76173150527788
NDFIP1,0.7602389700754166,6.369507484463517,21.869282422743183,7.406280601170357e-85,1.4245818508888743e-84,181.70901233923806
MTMR11,1.5053396389707578,4.131153827394105,21.867252887310002,7.622038212757584e-85,1.4659433502018353e-84,181.72634095378376
GGTA1P,1.4521001884947276,2.9712785998598785,21.86443767944001,7.931754812436365e-85,1.5252217875653775e-84,181.85546873536575
TRPM7,0.9452160720078591,4.398577969768826,21.860802254641808,8.350382110345235e-85,1.6054165586992048e-84,181.61184383323246
FFAR4,2.651563267542103,-1.5708430736480412,21.857672729780113,8.728390564877222e-85,1.6779321702855807e-84,182.23071998855542
SMIM7,0.5393049917011394,4.971049402092062,21.853480019361488,9.261748239447835e-85,1.7801266158536984e-84,181.4813401468684
SC5D,1.4995666679645279,3.318983058938798,21.844109809715295,1.0574398841316152e-84,2.0318431419541362e-84,181.51009699216218
LYSMD3,1.2111876552062748,3.8929947258420095,21.838872120883565,1.1387504409954806e-84,2.187664806856078e-84,181.35222399182112
RAB36,2.121693519550871,3.129660788438029,21.83548672147651,1.194599772582027e-84,2.2947401881464414e-84,181.41966332015252
GNL2,0.6412217630340775,4.549511840438688,21.83307219789965,1.2360965537346144e-84,2.373778149437343e-84,181.21011162493522
CTD-2506P8.6,1.9022665610391205,-3.2263073095807315,21.827048275498168,1.3460127480374115e-84,2.5843699568328343e-84,181.86776146982268
RP11-724O16.1,2.7411512314427195,-4.155732861372542,21.82523443413939,1.3809837252998682e-84,2.651263947350731e-84,181.87542286715512
GUF1,0.7159661145617666,3.4913372375219764,21.81683038841457,1.5552386314720436e-84,2.985522441507562e-84,181.09739576940427
STX2,0.8197614562813853,3.479123118037951,21.80118048667393,1.9403778771312456e-84,3.723095463262137e-84,180.87829577894465
ELAVL1,0.5202883091835346,5.160404329819624,21.79744046320983,2.0457230221504002e-84,3.9248549611577483e-84,180.68607481592
CYB5R3,0.8907703465489432,7.677929989417647,21.785812811956607,2.4111447216478813e-84,4.625065785212981e-84,180.5543952683932
ZNF684,1.3273015390097531,0.6423070088147161,21.78498641475795,2.43947125020735e-84,4.678959371260977e-84,181.06147353807458
ITGA9-AS1,1.4828668126492903,-0.57108547518141,21.781992128872982,2.544920158923627e-84,4.879828473746646e-84,181.11236957062962
CFAP47,3.42385901464139,-4.210127679695673,21.779007724594543,2.654551998193494e-84,5.089564015439983e-84,181.22523626725885
FOXJ3,1.4121743905260002,5.7604130692790925,21.77524279400932,2.7996118769102172e-84,5.367179559883164e-84,180.37227517953295
CEP76,1.024529786103183,0.7557372833655123,21.772677184574903,2.9029739038695643e-84,5.564284762354163e-84,180.87647160420227
SIRT1,0.9653130738372018,3.7204417147010043,21.76505689809735,3.2330030732770863e-84,6.1962837624173935e-84,180.33273429460667
NLE1,0.953382794701684,3.0748945532671215,21.760439505253903,3.4509533810160967e-84,6.612751684669518e-84,180.36935680438054
RP13-188A5.1,1.9121534055147693,-1.7375154015670595,21.751488610313146,3.916138594086064e-84,7.502018262445539e-84,180.74006164074504
TCN2,1.7739049149977362,5.946849258646661,21.74413000296676,4.345126840382861e-84,8.320673837172315e-84,179.93529084696607
SPATA5,1.2770411342328047,1.7894509921014106,21.742717563515185,4.432687744972046e-84,8.486745720316937e-84,180.32698804526012
RP4-680D5.8,2.496302202433237,-3.8265867107930185,21.737982461259,4.739294095784446e-84,9.072912488956916e-84,180.63360085603503
MARS2,1.2011187320794514,1.5120670740118973,21.736868796827306,4.81443068499756e-84,9.215884348888884e-84,180.28276984396757
L3HYPDH,1.2215012505733915,1.9289225955209308,21.73318336250921,5.07166856599325e-84,9.707378454536051e-84,180.17214279632609
DKFZp779M0652,2.165881887131751,-3.462907299817101,21.731121039250617,5.22156117336359e-84,9.992393245441549e-84,180.5237712079531
OTUB2,1.8153265078232645,-0.4140699286534887,21.726105329722586,5.604841756513486e-84,1.072283457803226e-83,180.3148180321251
CD209,2.3732456235866626,0.7125433716814914,21.716884440730905,6.384290617076927e-84,1.2211724202489908e-83,180.09397969918643
SLX4IP,0.9504698373325162,2.5112612540238413,21.71624203483349,6.442465366621394e-84,1.2321837635481328e-83,179.84119095647378
KCTD4,2.931235866227246,-3.7528335846355083,21.711129590119416,6.924717594478441e-84,1.3242943000282375e-83,180.2525909212656
LRRC20,1.312413014822224,1.8767286372234702,21.701733523303307,7.907040143690335e-84,1.5115852352724385e-83,179.73638982674436
RP11-244O19.1,1.1600130449552166,0.3326048334234478,21.70017001851893,8.0835074700305365e-84,1.545174792966165e-83,179.8938862320396
PLRG1,0.6133796364816515,4.363722225860617,21.681167929159972,1.0570268892857e-83,2.019761722792052e-83,179.07904770277432
AARSD1,0.8378569011478589,3.6330158536647934,21.676473711204853,1.1294260313086168e-83,2.157491952641048e-83,179.095796860889
MAOA,2.717380391064211,4.441691128079742,21.672869893780277,1.1883518057369072e-83,2.26984146698429e-83,178.95637164550007
CTD-2145A24.5,2.0209601847521896,-3.16075861313259,21.667287957914034,1.2857416339680099e-83,2.455400964511493e-83,179.6131983952758
OR2A9P,1.7321190484974434,1.6345440182515096,21.65769925030125,1.4720130069249836e-83,2.810332597221016e-83,179.1502527309499
